Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45
720	1	-	6	-	7	-	2	-	7	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	2	2	2	2	2	7	7	7	7	7	7	3	7	3	3	3	3
730	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	3	-	2	-	1	-	1	-	1	-	3	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	1	1	3	3	1	1	1	1	2	3	2	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
740	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
750	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
760	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6
770	5	-	1	-	6	-	1	-	1	-	7	-	4	-	4	-	4	-	4	-	4	-	1	-	5	-	1	-	4	-	4	-	4	-	4	-	7	-	4	-	4	-	4	-	4	-	4	4	4	4	5	7	4	5	4	4	4	4	4	4	5	5	4	5	4	4	4	4	4	4	4	4	4	4	4	4	6	7	1	1	5	7	1	5	4	5	6	6	6	6
780	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
790	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1	1	1	1	2	3	2	2
800	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
810	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	5	-	5	-	1	-	1	-	1	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5
820	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
830	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2
840	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	6	-	2	-	3	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	3	-	2	3	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	2	3	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
850	1	-	4	-	1	-	4	-	5	-	1	-	1	-	1	-	1	-	1	-	4	-	1	-	5	-	5	-	1	-	1	-	1	-	5	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	5	1	1	1	1	1	1	5	5	1	1	1	1	1	1	5	1	1	5	1	1	1	5	1	1	5	5	5	5
860	4	-	1	-	2	-	2	-	2	-	6	-	4	-	7	-	7	-	4	-	2	-	2	-	6	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	7	7	6	7	4	6	4	6	2	2	6	2	4	5	4	6	4	4	6	6
870	3	-	2	-	7	-	1	-	1	-	5	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	3	-	4	-	4	-	2	-	1	-	1	-	1	-	2	-	7	-	3	7	3	3	1	1	3	3	3	3	4	4	7	7	4	4	4	4	1	7	3	3	3	7	4	4	4	4	4	4	5	5	1	1	2	7	1	3	1	3	1	5	3	3
880	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	6	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6
890	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	1	-	1	-	1	-	4	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	1	1	5	5	1	1	1	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
900	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
910	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	5	-	5	-	5	-	1	-	1	-	1	-	1	1	5	1	5	5	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
920	1	-	1	-	1	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	5	5	5	5
930	1	-	1	-	1	-	3	-	1	-	7	-	2	-	2	-	2	-	2	-	1	-	1	-	7	-	2	-	1	-	7	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	3	1	1	7	1	1	3	7	3	3	2	3	3	3	1	3	2	2	2	2	2	2	1	7	1	3	1	1	1	1	1	1	1	1	1	1
940	2	-	2	-	1	-	1	-	1	-	4	-	7	-	7	-	2	-	5	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	6	6	7	7	7	7	7	7	7	7	7	7	1	1	1	1	2	2	7	3	7	7	7	7
950	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
960	1	-	1	-	5	-	5	-	5	-	5	-	5	-	5	-	1	-	1	-	4	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	5	5	5	5	5	5	5	5	5	5	1	1	5	5	5	5	5	5
970	4	-	7	-	7	-	1	-	7	-	4	-	4	-	4	-	4	-	4	-	7	-	7	-	5	-	2	-	2	-	2	-	2	-	2	-	4	-	3	-	1	-	1	-	1	-	1	1	1	1	7	7	7	7	7	7	2	2	2	2	2	7	7	7	7	7	7	7	6	7	4	4	4	4	4	4	4	4	7	7	7	7	7	7	4	7	4	4	6	6
980	3	-	3	-	3	-	1	-	2	-	3	-	4	-	6	-	2	-	2	-	2	-	1	-	5	-	5	-	4	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	2	-	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	5	1	1	1	1	1	1	2	3	2	2	4	6	4	4	3	7	3	3	3	3	3	3	3	3	3	3	3	3
990	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1000	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
1010	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6
1020	2	-	2	-	2	-	1	-	6	-	1	-	7	-	1	-	1	-	1	-	5	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	2	-	4	-	4	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	1	1	1	1	7	7	2	7	2	7	2	2	2	2	2	2	2	2	6	6
1030	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	1	-	4	-	2	-	2	-	2	-	2	2	2	2	1	5	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1040	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5
1050	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1060	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1070	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	4	6	4	4	4	4
1080	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1090	6	-	6	-	5	-	5	-	4	-	1	-	1	-	1	-	3	-	3	-	4	-	5	-	5	-	5	-	4	-	7	-	7	-	5	-	4	-	4	-	1	-	5	-	5	-	5	5	5	5	4	4	5	5	5	5	7	7	5	7	5	5	5	5	5	5	5	5	5	5	1	3	1	1	1	1	1	1	5	5	5	5	5	6	1	5	1	1	5	5
1100	4	-	4	-	4	-	1	-	1	-	4	-	1	-	5	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	1	1	4	5	4	4	4	4	5	5	5	5
1110	6	-	4	-	2	-	2	-	2	-	4	-	6	-	6	-	2	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	6	-	6	-	4	-	1	-	3	-	3	3	3	7	2	6	3	3	3	3	2	2	2	2	2	2	2	2	3	2	3	3	6	7	2	2	6	6	6	6	4	6	2	2	2	2	6	6	4	6	4	4	6	6
1120	4	-	1	-	4	-	4	-	4	-	2	-	1	-	1	-	1	-	1	-	4	-	1	-	4	-	4	-	2	-	2	-	2	-	1	-	1	-	1	-	3	-	4	-	4	-	4	4	1	7	1	1	1	1	1	1	2	2	2	2	4	4	1	5	1	3	1	1	1	5	1	1	1	1	1	1	1	3	4	4	4	4	4	5	4	4	1	5	1	1
1130	2	-	2	-	4	-	2	-	2	-	3	-	3	-	3	-	2	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	2	3	2	2	2	6	2	2	2	2	2	2	2	2
1140	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	6	6
1150	1	-	1	-	1	-	1	-	1	-	7	-	4	-	4	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	6	-	4	-	7	-	6	7	6	6	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	3	7	1	1	1	1	1	1	1	1	3	3	3	3
1160	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6
1170	2	-	2	-	2	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	4	-	2	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	4	4	6	6	4	4	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	3	2	2	2	2	2	2	2	2
1180	7	-	7	-	1	-	1	-	1	-	7	-	1	-	1	-	1	-	1	-	7	-	4	-	4	-	4	-	2	-	7	-	2	-	7	-	3	-	1	-	4	-	4	-	4	-	4	4	4	4	3	3	7	7	7	7	7	7	7	7	4	4	4	4	7	7	7	7	7	7	1	1	1	1	1	1	7	7	1	1	1	1	7	7	7	7	7	7	7	7
1190	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	4	-	1	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	5	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5
1200	2	-	7	-	7	-	4	-	4	-	7	-	4	-	7	-	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	7	7	7	7	7	7	4	4	7	7	7	7	7	7	6	7	6	6
1210	1	-	1	-	1	-	1	-	1	-	4	-	4	-	7	-	1	-	1	-	1	-	5	-	1	-	1	-	5	-	1	-	1	-	1	-	1	-	1	-	1	-	2	-	3	-	3	3	1	3	1	1	1	1	1	1	1	1	5	5	1	1	1	5	1	5	1	1	1	1	1	1	7	7	7	7	3	7	1	1	1	1	1	1	1	1	3	3	3	3
1220	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1230	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1240	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1250	1	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	1
1260	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5
1270	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	6	6
1280	2	-	2	-	4	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	5	5	2	2	2	2	2	2	2	2	2	2	5	7	5	5	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	6	2	2	7	7
1290	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1300	2	-	2	-	2	-	6	-	6	-	4	-	6	-	6	-	6	-	6	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	6	-	2	-	1	-	1	-	1	1	3	3	2	6	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	6	6	6	6	6	6	2	6	6	6	2	6	2	2	2	2	2	2	3	3
1310	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1320	2	-	2	-	2	-	3	-	1	-	2	-	2	-	2	-	2	-	2	-	6	-	4	-	4	-	4	-	2	-	4	-	6	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	6	6	6	6	4	4	4	4	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	6	6
1330	2	-	2	-	2	-	2	-	2	-	4	-	4	-	5	-	1	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2
1340	4	-	4	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	5	1	1	1	1
1350	5	-	4	-	6	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	6	6	4	5	6	6	6	6	6	6
1360	6	-	6	-	4	-	4	-	4	-	1	-	1	-	1	-	1	-	1	-	4	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	4	4	4	4	4	6	4	4	5	5	5	5
1370	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	3	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3
1380	1	-	1	-	4	-	4	-	4	-	4	-	2	-	4	-	4	-	4	-	4	-	2	-	2	-	2	-	4	-	4	-	4	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	4	4	4	4	2	2	2	2	6	6	4	7	4	4	4	4	4	4	6	6	4	6	4	4	4	4	1	1	4	5	4	4	4	4
1390	2	-	2	-	2	-	2	-	2	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	2	6	2	2	2	2	2	2	2	2	2	2	2	2
1400	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6
1410	4	-	4	-	4	-	4	-	4	-	5	-	2	-	2	-	2	-	2	-	3	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	2	2	2	2	5	7	4	4	4	4	4	4	4	4	1	5	3	3
1420	2	-	3	-	4	-	4	-	2	-	2	-	3	-	4	-	4	-	4	-	5	-	4	-	4	-	4	-	2	-	1	-	1	-	2	-	1	-	6	-	1	-	1	-	4	-	1	5	1	1	6	7	2	7	2	2	1	1	3	3	4	4	4	4	2	7	2	2	1	7	4	4	4	4	5	7	4	7	4	6	4	4	3	3	2	7	6	6	7	7
1430	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1440	2	-	2	-	2	-	7	-	4	-	2	-	3	-	2	-	2	-	2	-	1	-	7	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	7	7	2	7	2	2	2	3	2	2	2	2	3	3	2	3	7	7	2	7	2	2	3	2	3	3	3	3
1450	6	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4
